url,price,area,floor,metro,time_to_metro_minutes,finish,renovation,house_type,parking,date
https://www.cian.ru/sale/flat/315095998/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,135000000,178.0,7 из 10,Улица 1905 года,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/319863167/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,135000000,122.9,11 из 20,Краснопресненская,2,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325731264/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,145000000,116.0,3 из 11,Парк Победы,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325738593/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,150800000,116.0,4 из 11,Парк Победы,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325885107/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,165000000,120.0,7 из 7,Октябрьская,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322805619/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,169000000,160.0,23 из 37,Аэропорт,13,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/315512880/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,175000000,187.2,37 из 37,Аэропорт,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324943485/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,180000000,225.7,3 из 9,Кропоткинская,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323610999/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,195000000,177.0,27 из 32,Парк Победы,17,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/316477309/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,210000000,112.8,3 из 6,Охотный ряд,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325739596/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,225000000,150.0,4 из 11,Парк Победы,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/319976758/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,250000000,186.0,9 из 10,Белорусская,4,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322838299/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,250000000,172.0,11 из 21,Улица 1905 года,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325575594/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,250000000,135.0,3 из 10,Парк Победы,12,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323077667/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,350000000,181.6,6 из 8,Арбатская,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322967474/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,385000000,269.6,5 из 5,Парк Культуры,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326127639/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,390000000,167.5,6 из 7,Октябрьская,8,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/312617237/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,420900000,210.45,9 из 9,Ломоносовский проспект,19,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/312617241/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,434100000,217.05,9 из 9,Ломоносовский проспект,19,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/322621218/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,490000000,250.0,57 из 77,Деловой центр,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324359352/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,470000000,-1.0,12 из 12,Водный стадион,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321742080/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1067726800,-1.0,5 из 6,Парк Культуры,8,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325952392/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1600000000,141.0,7 из 7,Новокузнецкая,11,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325072883/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1305677344,423.0,5 из 6,Парк Культуры,10,-1,2,0,0,2026-01-29
https://www.cian.ru/sale/flat/325794890/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,4400000,16.7,1 из 16,Текстильщики,14,-1,1,0,0,2026-01-29
https://www.cian.ru/sale/flat/320709311/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,38500000,41.0,3 из 22,Спартак,13,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321948772/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,56500000,49.7,3 из 18,Воробьёвы горы,14,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324098986/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,59000000,85.0,11 из 19,Терехово,1,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324029814/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,67990000,160.0,6 из 19,Раменки,2,-1,2,0,0,2026-01-29
https://www.cian.ru/sale/flat/325987782/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,83000000,67.3,11 из 13,Парк Победы,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324865521/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,91000000,88.0,7 из 18,Ленинский проспект,7,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324461311/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,109000000,108.0,16 из 26,Матвеевская,18,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/318609089/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,149000000,142.0,4 из 7,Белорусская,8,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/315685683/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,160159020,143.0,8 из 9,Курская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/326040918/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,165000000,100.9,7 из 10,Полянка,3,-1,2,0,0,2026-01-29
https://www.cian.ru/sale/flat/321299718/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,185000000,134.0,3 из 20,Улица 1905 года,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/315685679/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,198292120,169.0,8 из 9,Курская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/312676566/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,210000000,105.2,3 из 14,Фрунзенская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/326070052/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,219900000,135.0,10 из 13,Фрунзенская,11,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/314626929/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,235000000,132.0,10 из 14,Фрунзенская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/322765281/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,250000000,186.3,9 из 10,Белорусская,4,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/303911233/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,260000000,351.0,5 из 5,Смоленская,9,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323848848/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,315000000,287.0,35 из 41,Петровский Парк,16,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323955420/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,320000000,136.9,5 из 12,Фрунзенская,10,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323637058/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,399000000,236.0,2 из 10,Парк Культуры,12,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/319055196/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,420000000,140.0,6 из 12,Спортивная,8,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/315209212/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,490000000,230.32,11 из 12,Фрунзенская,13,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/320763166/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,540000000,187.0,3 из 14,Спортивная,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/307500430/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1290424104,423.0,5 из 6,Кропоткинская,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326187696/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,5400000,15.6,3 из 5,Текстильщики,12,-1,1,0,0,2026-01-29
https://www.cian.ru/sale/flat/312804302/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,14100000,44.0,9 из 9,Южная,21,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/320145511/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,29100000,45.0,4 из 33,Шелепиха,16,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323202726/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,37500000,40.0,8 из 20,Москва-Сити,20,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/319983543/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,38000000,65.0,12 из 15,Фили,16,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323133384/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,45000000,74.5,11 из 22,Терехово,3,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/321178167/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,51900000,84.0,8 из 24,Шелепиха,14,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324508569/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,58000000,100.0,20 из 25,Кунцевская,4,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322557520/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,59900000,114.0,28 из 33,Шелепиха,13,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323005752/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,61673881,72.1,30 из 41,Динамо,15,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323222025/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,69000000,100.0,22 из 24,Шелепиха,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323316207/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,68954606,81.1,7 из 41,Динамо,15,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/321138965/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,71111151,87.9,8 из 41,Динамо,15,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/322758591/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,79900000,114.0,11 из 19,Алексеевская,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325793270/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,80000000,152.0,6 из 6,Белорусская,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326021983/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,84000000,105.0,11 из 21,Динамо,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326312599/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,85000000,125.1,14 из 23,Терехово,14,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/307861416/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,89000000,157.0,4 из 5,Баррикадная,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324316824/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,104000000,100.0,5 из 12,Мичуринский проспект,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323899721/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,103700000,120.1,4 из 10,Терехово,5,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/305062327/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,127000000,120.1,4 из 7,Тверская,5,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324731461/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,133500000,128.0,16 из 34,Кутузовская,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324127750/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,148500000,163.0,3 из 7,Сретенский бульвар,4,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/313348272/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,174999900,187.0,37 из 37,ЦСКА,13,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324163945/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,175000000,180.0,14 из 24,Белорусская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/322452532/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,192999998,176.0,27 из 34,Парк Победы,17,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324444911/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,219900000,203.0,10 из 10,Терехово,5,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/321841934/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,325000000,157.0,3 из 12,Спортивная,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322925416/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,435000000,165.0,14 из 18,Лужники,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/320969979/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,600000000,337.8,5 из 6,Новокузнецкая,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321265564/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,648262700,347.5,6 из 6,Парк Культуры,5,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/318203856/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1700000000,280.3,6 из 8,Кропоткинская,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326084333/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,10250000,21.8,18 из 24,Бунинская аллея,15,-1,1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325665082/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,10800000,24.6,11 из 23,Бунинская аллея,15,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321196995/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,17500000,43.4,5 из 26,Водный стадион,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/320927319/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,25000000,52.2,20 из 62,Ломоносовский проспект,6,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324413679/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,37900000,96.0,8 из 8,Улица 1905 года,4,-1,1,0,0,2026-01-29
https://www.cian.ru/sale/flat/318888307/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,59900000,113.0,28 из 32,Шелепиха,16,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/301573903/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,65000000,80.0,5 из 6,Арбатская,6,-1,2,0,0,2026-01-29
https://www.cian.ru/sale/flat/324979625/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,69800000,76.0,4 из 15,Терехово,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325269609/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,72500000,86.0,58 из 68,Москва-Сити,4,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325170584/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,76500000,144.0,9 из 29,Академическая,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322876295/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,95000000,115.0,5 из 15,Университет,5,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325096321/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,100000000,100.0,5 из 12,Мичуринский проспект,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324769847/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,109000000,108.0,16 из 26,Матвеевская,18,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321478646/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,115000000,84.0,6 из 21,Деловой центр,13,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322641000/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,124900000,187.0,14 из 17,Университет,5,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/319588619/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,125000000,115.0,6 из 6,Парк Культуры,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/326316234/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,137000000,115.7,5 из 13,Парк Победы,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324340739/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,155000000,153.7,4 из 7,Цветной бульвар,5,-1,2,0,0,2026-01-29
https://www.cian.ru/sale/flat/319983472/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,153979200,81.6,5 из 7,Полянка,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321475738/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,165000000,100.9,7 из 10,Полянка,3,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323383501/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,198292120,191.5,29 из 53,Поклонная,21,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323884326/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,199000000,189.6,3 из 4,Кропоткинская,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324481397/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,220000000,130.0,10 из 13,Спортивная,6,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/307953856/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,229000000,118.0,6 из 11,Спортивная,6,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325680338/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,228798600,152.0,2 из 7,Октябрьская,8,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/316795424/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,275000000,142.1,3 из 13,Киевская,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/309680698/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,320000000,137.0,5 из 12,Фрунзенская,12,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/308632404/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,370000000,261.4,5 из 5,Новокузнецкая,6,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/320587217/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,390000000,167.5,6 из 7,Полянка,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324384495/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,430000000,386.0,15 из 15,Аэропорт,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/310433710/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,490000000,172.26,5 из 7,Фрунзенская,14,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/307499144/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1290424104,423.0,5 из 6,Кропоткинская,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323770157/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,1305677344,419.0,5 из 6,Кропоткинская,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325955946/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,9800000,40.0,13 из 16,Щербинка,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325575567/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,25490000,44.0,20 из 30,Алексеевская,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/323266114/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,35000000,65.7,47 из 55,Марьина Роща,24,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325332313/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,44400000,81.4,4 из 40,Аминьевская,2,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325961369/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,48000000,83.6,6 из 9,Молодёжная,22,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324133200/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,54900000,66.0,3 из 22,Комсомольская,9,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324944567/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,58000000,77.2,37 из 52,Раменки,10,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/322535740/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,62000000,115.2,33 из 62,Матвеевская,22,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/321860553/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,64170000,71.3,30 из 65,Деловой центр,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/321132714/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,66990000,72.0,7 из 26,Матвеевская,18,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/312637549/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,70000000,91.0,7 из 14,Минская,5,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/320083838/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,70390500,83.5,8 из 21,Терехово,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/316740849/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,74000000,84.0,10 из 34,Парк Победы,17,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325882381/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,74900000,99.0,20 из 20,Технопарк,11,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/313961027/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,77500000,80.0,72 из 97,Деловой центр,1,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/318370136/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,81500000,105.0,18 из 22,Спартак,13,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323592965/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,85000000,149.0,11 из 18,Аминьевская,7,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/310512836/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,85000000,85.7,23 из 40,Минская,15,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323192276/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,87000000,101.0,9 из 12,Минская,17,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324705054/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,95000000,103.0,2 из 37,Шелепиха,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/324662958/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,100000000,95.0,8 из 20,Улица 1905 года,14,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/321787938/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,115000000,83.5,6 из 21,Деловой центр,14,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/313926205/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,120000000,86.7,13 из 34,Парк Победы,17,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/314601706/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,120000000,131.0,59 из 68,Москва-Сити,7,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/325990630/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,140000000,121.0,34 из 40,Поклонная,9,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/324073108/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,150700000,116.0,5 из 11,Парк Победы,9,-1,-1,0,0,2026-01-29
https://www.cian.ru/sale/flat/323039373/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,160000000,115.0,17 из 21,Улица 1905 года,7,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/325024310/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,178000000,115.0,4 из 7,Тверская,6,-1,3,0,0,2026-01-29
https://www.cian.ru/sale/flat/309498067/?mlSearchSessionGuid=8001dfa26a06910b6675b8c1a3ad0cfe,185000000,180.0,16 из 23,Белорусская,9,-1,2,0,0,2026-01-29
